Datetime,Subscribers,Videos,Views
2018-01-25 22:53:29Z, 1
2018-01-25 22:53:29Z, 1
2018-01-25 22:53:29Z, 1
2018-01-25 22:53:29Z, 1
2018-01-25 22:53:29Z, 1
2018-01-25 22:53:29Z, 1
2018-01-25 23:01:05Z, 1
2018-01-25 23:01:11Z, 1
2018-01-25 23:01:16Z, 1
2018-01-25 23:01:26Z, 1
2018-01-25 23:01:32Z, 1
2018-01-25 23:01:37Z, 1
2018-01-25 23:01:42Z, 1
2018-01-25 23:01:47Z, 1
2018-01-25 23:01:52Z, 1
2018-01-25 23:01:57Z, 1
2018-01-25 23:02:02Z, 1
2018-01-25 23:02:07Z, 1
2018-01-25 23:02:12Z, 1
2018-01-25 23:02:17Z, 1
2018-01-25 23:02:22Z, 1
2018-01-25 23:02:27Z, 1
2018-01-25 23:02:32Z, 1
2018-01-25 23:02:37Z, 1
2018-01-25 23:02:42Z, 1
2018-01-25 23:02:47Z, 1
2018-01-25 23:02:52Z, 1
2018-01-25 23:02:58Z, 1
2018-01-25 23:03:03Z, 1
2018-01-25 23:03:08Z, 1
2018-01-25 23:03:13Z, 1
2018-01-25 23:03:18Z, 1
2018-01-25 23:03:23Z, 1
2018-01-25 23:03:28Z, 1
2018-01-25 23:03:33Z, 1
2018-01-25 23:03:38Z, 1
2018-01-25 23:03:43Z, 1
2018-01-25 23:03:48Z, 1
2018-01-25 23:03:53Z, 1
2018-01-25 23:03:58Z, 1
2018-01-25 23:04:03Z, 1
2018-01-25 23:04:08Z, 1
2018-01-25 23:04:13Z, 1
2018-01-25 23:04:18Z, 1
2018-01-25 23:04:23Z, 1
2018-01-25 23:04:28Z, 1
2018-01-25 23:04:33Z, 1
2018-01-25 23:04:38Z, 1
2018-01-25 23:04:43Z, 1
2018-01-25 23:04:48Z, 1
2018-01-25 23:04:54Z, 1
2018-01-25 23:04:59Z, 1
2018-01-25 23:05:04Z, 1
2018-01-25 23:05:09Z, 1
2018-01-25 23:05:14Z, 1
2018-01-25 23:05:19Z, 1
2018-01-25 23:05:24Z, 1
2018-01-25 23:05:29Z, 1
2018-01-25 23:05:34Z, 1
2018-01-25 23:05:39Z, 1
2018-01-25 23:05:44Z, 1
2018-01-25 23:05:49Z, 1
2018-01-25 23:05:54Z, 1
2018-01-25 23:05:59Z, 1
2018-01-25 23:06:04Z, 1
2018-01-25 23:06:09Z, 1
2018-01-25 23:06:14Z, 1
2018-01-25 23:06:19Z, 1
2018-01-25 23:06:24Z, 1
2018-01-25 23:06:29Z, 1
2018-01-25 23:06:34Z, 1
2018-01-25 23:06:39Z, 1
2018-01-25 23:06:44Z, 1
2018-01-25 23:06:49Z, 1
2018-01-25 23:06:54Z, 1
2018-01-25 23:06:59Z, 1
2018-01-25 23:07:04Z, 1
2018-01-25 23:07:09Z, 1
2018-01-25 23:07:15Z, 1
2018-01-25 23:07:20Z, 1
2018-01-25 23:07:25Z, 1
2018-01-25 23:07:30Z, 1
2018-01-25 23:07:35Z, 1
